uncal	cal	candidate_id
0.11276583	0.06889816	43397
0.118531145	0.07360609	44812
0.19123273	0.1394132	46248
0.040701795	0.01818897	96836
0.21472538	0.16291314	97030
0.07128113	0.037673928	97128
0.10466766	0.062428344	98093
0.21283399	0.16098534	98668
0.24726309	0.19699183	99698
0.075357825	0.040518623	99832
0.055277757	0.027043615	146164
0.059252396	0.029600328	146516
0.30517635	0.26143384	146558
0.014598278	0.0048847985	147901
0.07220409	0.038313318	194885
0.3570895	0.32251883	196027
0.094462276	0.054522727	198495
0.12165866	0.07619448	382021
0.10163685	0.06005114	385008
0.0067169927	0.0018208772	387758
0.07549796	0.040617336	397957
0.14465038	0.09593439	400437
0.016409904	0.005670736	402696
0.018052325	0.0064050923	403489
0.3059694	0.26234573	404291
0.64984083	0.68578607	585834
0.013968735	0.0046179374	588225
0.25822827	0.20884351	588647
0.11993397	0.07476414	590854
0.21280526	0.16095611	592162
0.55050707	0.5636234	593468
0.08613622	0.048287377	593985
0.09697034	0.056439303	594338
0.07109137	0.0375428	595949
0.011980916	0.0037979758	596765
0.09105426	0.051946584	598246
0.12291813	0.07724361	602458
0.109924205	0.06660863	604503
0.033612423	0.014210805	607923
0.4336744	0.41657245	807816
0.12110982	0.07573853	810264
0.0993128	0.058244955	810957
0.09138135	0.052192416	811117
0.11728252	0.07257943	812888
0.00536791	0.0013703416	817200
0.10046173	0.059136037	820288
0.67427236	0.71470976	821198
0.08822196	0.04983072	821797
0.7232644	0.7707671	828026
0.013883467	0.004582048	831101
0.072111815	0.03824927	989801
0.6838232	0.7258539	999985
0.07254771	0.038552046	1012079
0.3654251	0.33256167	1150968
0.1547797	0.10500892	1151697
0.109243095	0.06606293	1153352
0.077658564	0.042147182	1154014
0.39612332	0.37000027	1348454
0.028598228	0.011545028	1349268
0.133471	0.086183034	1350203
0.21143147	0.1595598	1474893
0.08127684	0.044741377	1476511
0.010373329	0.0031619666	1479076
0.15385199	0.10416862	1485797
0.027005453	0.010726117	1485925
0.6308241	0.6629009	1486011
0.011777455	0.0037160816	1758338
0.012398595	0.0039672977	1758872
0.06518931	0.033523798	1759471
0.7449135	0.7945702	1760632
0.1154386	0.071070395	1764763
0.14963429	0.10037149	1766848
0.09500243	0.054934025	1768005
0.063341156	0.032289322	1775366
0.13364984	0.0863368	1883321
0.12029362	0.07506179	1883836
0.009018388	0.0026466777	1887338
0.12634598	0.08011837	1890539
0.1355892	0.08800884	1983678
0.31225568	0.26959932	1983696
0.13314821	0.08590573	2121469
0.11443043	0.07024891	2121889
0.020817421	0.0076848688	2121918
0.11958169	0.07447286	2313427
0.08706528	0.04897329	2314741
0.16839369	0.11754746	2396746
0.14210391	0.093688406	2462296
0.010250861	0.0031145802	2463198
0.12029566	0.07506349	2464875
0.11627575	0.07175443	2466792
0.010661711	0.0032741588	2467379
0.08704972	0.048961785	2748777
0.011571209	0.0036334738	2765988
0.05038901	0.023979517	2766045
0.75748837	0.8080885	2767399
0.122997314	0.077309705	2769110
0.02380251	0.009122991	2769698
0.42265314	0.40283144	2769957
0.071713306	0.03797298	2770451
0.55588025	0.57036	2770633
0.09833985	0.05749312	2770862
0.012320325	0.0039354465	2771245
0.030467823	0.012523775	2774258
0.10460445	0.062378537	2774655
0.059689187	0.02988478	2781187
0.06650897	0.03441237	3060632
0.5773213	0.5971367	3063183
0.10021366	0.05894334	3063213
0.036838595	0.015992172	3064018
0.068651125	0.035867147	3064370
0.012017289	0.0038126535	3065902
0.14817916	0.099070415	3068792
0.5950407	0.61910796	3072571
0.5602834	0.5758734	3084091
0.14725651	0.0982478	3084187
0.016582934	0.005747148	3087210
0.43698654	0.42071167	3087814
0.006476685	0.0017386517	3088002
0.29011047	0.24425149	3089015
0.14200848	0.093604505	3089089
0.050068855	0.023782061	3089865
0.09630089	0.05592601	3092117
0.4044331	0.38024214	3098540
0.047176737	0.022016674	3098558
0.024758305	0.009595096	3099580
0.06412675	0.03281264	3099668
0.010248402	0.003113633	3100149
0.08075015	0.04436127	3101249
0.01229515	0.003925213	3102153
0.13624819	0.08857898	3341264
0.11188511	0.06818635	3345599
0.15354499	0.10389096	3347389
0.07896028	0.043075867	3347579
0.21882991	0.1671175	3347896
0.016800417	0.005843514	3348795
0.13868795	0.09069838	3348931
0.6592968	0.69704837	3349265
0.019077526	0.0068734223	3352035
0.13347663	0.0861879	3352399
0.067441605	0.03504386	3352409
0.018761717	0.006728366	3359275
0.039162613	0.01730564	3601260
0.71940976	0.7664624	3601499
0.016490968	0.0057065054	3601652
0.013774348	0.0045362134	3602160
0.060721155	0.030559517	3612047
0.10135707	0.05983294	3614651
0.06850051	0.035764355	3617659
0.16700527	0.11625127	3618138
0.22832744	0.17695318	3618186
0.028983677	0.011745286	3624112
0.48382708	0.47959012	3629665
0.1603246	0.11006939	3629697
