0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	candidate_id
0.047723584000000006	0.05235272	0.026925217	0.06129269	0.081152715	0.2137947	0.046204608	0.11084034	0.068740755	0.06655834599999999	0.08596491	0.04263544	0.044883955	0.29649302	0.0368712	0.09417298	0.08898169	0.03408899	0.090893604	0.094141096	0.06343693	0.043748397	0.058661755	0.051386802999999995	0.04716238	0.050273597	0.27896550000000003	0.37892663	0.09720089	0.061254892000000005	0.10762606599999999	0.085794546	0.025199004	0.05956659	0.031494413	0.07551233	0.27812529999999996	0.09895751	0.09679895	0.47719079999999997	0.040052533	0.025261004	0.06393422	0.06757028	0.075975165	0.056834015999999994	0.23499501	0.25514560000000003	0.21366109	50527
0.04087513	0.038740736	0.07639378	0.106199555	0.06258359	0.15741141	0.05152866	0.11491167	0.050755918	0.0484078	0.17545664	0.09484323	0.11513813	0.118962556	0.029897451000000002	0.07901606	0.042752337	0.11186754	0.14362617	0.06858929	0.054260876	0.038295083	0.047227267	0.3933906	0.034291822	0.020507112	0.35110953	0.18405041	0.074104	0.11209224	0.20296393	0.10278142	0.013794002	0.035974562	0.05097354	0.0823103	0.11972403	0.024011405	0.07019195	0.6021405	0.021101402000000002	0.026570404	0.039044876	0.03839664	0.29364684	0.26008925	0.10215650000000001	0.110167	0.14245121	51441
0.109319136	0.056443725	0.104719505	0.11022160000000002	0.08486305	0.2920563	0.062534206	0.06473722	0.06092179599999999	0.07991202	0.31303963	0.12261374	0.113137275	0.28430757	0.08698107	0.07728869	0.1413249	0.14615175	0.30919385	0.40465924	0.2051279	0.14653684	0.09608231	0.14721607	0.08006711	0.04609399	0.47349167	0.4194036	0.14990182	0.29195252	0.283001	0.15736815	0.07409199	0.07072441	0.061393067	0.08670311	0.3406551	0.05537412	0.078130454	0.7589092	0.083057165	0.048477795	0.09828756	0.10960407	0.25615606	0.24311852	0.22335279	0.3279542	0.38511017	52167
0.06453946	0.13589369	0.07759084	0.22439338	0.12325208	0.40693882	0.10390081	0.16105632	0.10167046	0.09692824	0.13212627	0.08098833	0.17171422	0.4404425	0.08780871	0.12135091	0.13951960000000002	0.20265612	0.18879400000000002	0.15737815	0.18332447	0.081356205	0.12637691	0.11491606	0.101509	0.11228914599999999	0.40371257	0.4763691	0.18193586	0.15112771	0.19880548	0.20394179	0.079229765	0.10032578	0.1282926	0.22664873	0.39191729999999997	0.11140556	0.097273976	0.48790807	0.13169755	0.06028987	0.14546049	0.17336817	0.08696856	0.099218145	0.376203	0.43139103	0.41970426	52188
0.047119416	0.05641617	0.01358468	0.12949681	0.09517961	0.20615551	0.10271368	0.09258363	0.10808723	0.036044099999999996	0.03143846	0.033871237	0.05545684	0.27679205	0.033234282999999996	0.051328324	0.06968693	0.037274282	0.079693265	0.07773616	0.03972475	0.03712035	0.11513258	0.051969394	0.07673851400000001	0.07379865	0.43818066	0.50964355	0.14654419	0.07033451	0.10651193	0.07860299999999999	0.026217384	0.054136105	0.042243578	0.06359433	0.21233726	0.15326104	0.08607048	0.4631803	0.03480519	0.037980415	0.08968984	0.06731298599999999	0.05621706	0.050187875	0.22823751	0.21779715	0.25712696	52221
0.060341857	0.085092105	0.06481247400000001	0.09656747	0.07625999	0.34006992	0.060915444000000006	0.08616032	0.07536485	0.07794084400000001	0.087160684	0.07348853	0.08572415	0.39067104	0.05334599	0.055997383	0.14097317	0.04686439	0.15021893	0.09370419999999999	0.09018196	0.073982745	0.10369371	0.035977334	0.051944356	0.10314342	0.41765192	0.4492503	0.14600295	0.100418255	0.11308101599999999	0.10710299	0.042075176	0.081460975	0.07387638	0.09744115	0.35266644	0.078967944	0.06808128	0.5624374	0.04289372	0.03924647	0.10217304	0.10741695	0.08463716	0.0883705	0.3810731	0.41853312	0.43283725	52708
0.036601778	0.041927322999999996	0.03251559	0.08599045	0.057699118	0.27293512	0.033382986	0.052653525	0.059396856	0.059006162	0.068161435	0.039233557999999995	0.046168104	0.24053742	0.026253704	0.0520597	0.053409162999999996	0.060103834	0.065262266	0.10544206	0.060568932	0.041988313	0.042591564000000005	0.026499866	0.040323563	0.056123175	0.38884187	0.32151476	0.08930948400000001	0.06318049	0.068087325	0.05512427	0.031331047	0.07293612	0.022741007	0.07179987	0.18474254	0.051351544000000006	0.066376805	0.47748998	0.048809383	0.024291106	0.062462315	0.06181183	0.059705567	0.048922345	0.165371	0.24346478	0.30070156	52739
0.07693235	0.18857224	0.049888093	0.14191142	0.14905386	0.4816312	0.04917933	0.15811065	0.109602936	0.088970326	0.28598204	0.17227122	0.09347310000000002	0.42189813	0.10141538	0.16019621	0.15817505	0.14420716	0.20213413	0.25281325	0.21693577	0.16744936	0.15331753	0.07148734	0.047026113	0.07409369	0.3501224	0.44333616	0.16193224	0.12435366	0.1402382	0.43983972	0.05171553	0.0814536	0.09753259	0.07786328	0.37541679999999994	0.073969975	0.086122856	0.5515021999999999	0.08577857	0.08464798	0.15520327	0.17241542	0.14250329	0.21204853	0.34096208	0.4286365	0.36336458	53379
0.018246451	0.023621205	0.0155641725	0.09687387	0.02339858	0.14865599999999998	0.049351193	0.06780275	0.06601948	0.026033912000000003	0.033667915	0.014422208999999998	0.032440245	0.11758462	0.010090083	0.06431619	0.036819845	0.027728157000000003	0.044666215999999995	0.06851726	0.03784541	0.029151909	0.08785175	0.059775796	0.024528283999999997	0.023689138	0.36954385	0.3750195	0.027979275	0.038758025	0.052797113	0.052155465	0.012105118500000001	0.04699053	0.013783512	0.031494718	0.079090804	0.05759852	0.07332024	0.47086248	0.019389741000000002	0.013045412	0.03185591	0.031552557	0.051329505	0.037340958	0.116309635	0.08817897	0.1173633	54740
0.11243112	0.0677077	0.10035727	0.2649769	0.11389297	0.3657375	0.05112718	0.1533298	0.07883138	0.06350122	0.1461019	0.064427644	0.27880067	0.4296358	0.06914763	0.09536555	0.12131625	0.1329558	0.12723058	0.35579273	0.102574214	0.1960237	0.22519508	0.29407498	0.19161183	0.06786822	0.37638637	0.44413042	0.08998824	0.20679042	0.21126494	0.26016283	0.06877132	0.10764103400000001	0.09774849599999999	0.25766417	0.25611168	0.10645877	0.06997786	0.485596	0.21472071	0.02373209	0.09222164	0.12689032	0.13238214	0.18637978	0.29598725	0.35406396	0.28449723	54771
