0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
0.45573455	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841	0.5012841
0.45391092	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667	0.49848667
0.45377302	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579	0.5007579
0.45462462	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087	0.49816087
0.45372877	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063	0.49715063
0.45866102	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461	0.496461
0.45678866	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239	0.4996239
0.4546318	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237	0.5001237
0.44829607	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755	0.49713755
0.45725632	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125	0.49697125
0.4580966	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425	0.50572425
0.4557205	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148	0.5015148
0.45797426	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144	0.50444144
