Bag of Words	Doc2Vec 50k	Doc2Vec 500k	Doc2Vec All	LSTM
0.9990805322124329	0.999985799930777	0.6481623814205084	0.3805020983004383	0.8679496049880981
0.7936708713618733	0.9999999999999414	0.5908181686528473	0.5652882058169268	0.8365919589996338
0.9444231949195666	0.9994079114443343	0.2762173958249838	0.746382686374564	0.8785850405693054
0.23607366173421415	0.9947375375508606	0.1761622405512983	0.10086528027758819	0.20299220085144046
0.21755303706648557	0.9999758480601668	0.07209607381476801	0.17343013671269047	0.11598637700080873
0.32479688441576926	0.9939735289039515	0.20699774113269984	0.2826039330898562	0.5136945843696594
0.6320245691103172	0.006348093211083271	0.3621142794863049	0.5410966401120575	0.3165469765663147
0.2099039169614568	0.028039358848645963	0.49472168883318235	0.1220061407020639	0.5239456295967102
0.12992324927227897	0.9997991465761982	0.09372778519944899	0.21922208771815266	0.6409782767295837
0.5517912184952042	0.06864628211738735	0.32039900897738144	0.07855658481602458	0.30782637000083923
0.5656727362236296	0.9999999307862709	0.5696008976405709	0.42605283275459693	0.5098744630813599
0.9107400359987908	0.9999686312628545	0.702179200671043	0.47175783563740015	0.8508047461509705
0.1293064382563777	0.5147892704724621	0.5469455312134599	0.46946312456042194	0.2642074525356293
0.05843729856124032	0.9999866360267838	0.056968291968877184	0.1690517999381768	0.07541278749704361
0.17960593260598667	0.9568240987258462	0.2452812912459125	0.17571976430080113	0.2594481408596039
0.3948248019930382	0.9999966984266278	0.6458080662662747	0.11876669726473096	0.5783634781837463
0.42128744955768116	0.9999999594527537	0.6244718919501636	0.3021373932514407	0.6704162955284119
0.5745826308371329	0.9999999918935633	0.5998209469253828	0.6822561127631108	0.6499760746955872
0.11637331362030973	0.9966346834941956	0.2250714395039801	0.4783164820601033	0.29886385798454285
0.4585618731505395	0.9313817663981769	0.5213425847179873	0.34171299140179595	0.3299058675765991
0.6777372027364105	0.8958373669273556	0.8437217521546966	0.49895177783493605	0.8496043086051941
0.5331998069552141	0.999992225181171	0.11317417990492133	0.4089306418243717	0.5670034289360046
0.0897807841555263	0.9999999999993165	0.2749739302082342	0.17197191372864745	0.06908866763114929
0.31124851406565024	0.02722886248215881	0.5429640365940861	0.16396237485060552	0.12615622580051422
0.22643095134092578	0.11127651647901222	0.24103313872974313	0.35512331125967944	0.2076407223939896
0.2028403926577072	0.9995464658187048	0.27563828268497736	0.1748870393567598	0.3306945264339447
0.08463528580064203	0.999817985534112	0.5675429765532642	0.28401751687069254	0.3076053857803345
0.9853711018609123	0.9999995550279587	0.5071635062654077	0.4463388579782977	0.9282262325286864
0.6244813474979414	0.0022423981016944077	0.6177137616596547	0.367201512253479	0.5052177906036377
0.5924940821693275	1.1958734138445391e-05	0.20602098629469912	0.31624538073330016	0.4850386083126068
0.02250457960904732	0.9991655112549221	0.27812786534109857	0.26127245416848194	0.4729497134685517
0.8795874471309761	0.9995068956370273	0.7759660755087665	0.16362665139996446	0.5984194874763489
0.8685659082247903	0.9999997650476661	0.6433455934980001	0.2956238612543099	0.7713823318481445
0.7766789750617314	0.8327155488248851	0.5166363561974712	0.6825493458514669	0.3114718794822693
0.3190336312521773	0.9999999068392118	0.1458764044179233	0.3936194401091464	0.3036712408065796
0.5602805878346708	0.9441027142270179	0.49767376843668765	0.5452044200230457	0.8290295004844666
0.9848940488786553	0.9999649784460483	0.8590642762714819	0.7844476960592816	0.914711594581604
0.07863274730709953	0.014676165544661534	0.1675465060250473	0.41653316090003406	0.103902630507946
0.08166290542437529	0.3187323356881127	0.08758124819390535	0.4307262378167177	0.2566155195236206
0.35004419829213645	0.011131084050502092	0.4710776306687503	0.33989752003637114	0.9290720224380492
0.9454330787134655	0.9999924427097439	0.6467185035466109	0.854468414158347	0.7724001407623291
0.5259826687323861	0.8177890252391006	0.5239728278103684	0.7727319851567653	0.6889714598655701
0.2920856624618676	0.9993678008201785	0.6065126142769873	0.5988258250596189	0.3816794157028198
0.008953808405472155	0.9999991245471517	0.2500976346917265	0.2991296328112193	0.08136925101280212
0.7137296864144356	0.015149791191656704	0.6454029617501547	0.17644819150559768	0.8608666062355042
0.25497787611441	0.9999463164853563	0.25921105049131843	0.21880658570103353	0.29381948709487915
0.06033154411635092	0.9999999953180507	0.5374983309923413	0.3024106609039162	0.23274101316928866
0.9623296089381586	0.9998954595983209	0.473108999029277	0.8245596900061657	0.8620327711105347
0.5050360244126609	0.9999999999413232	0.5586795750928217	0.22835809245779237	0.5653448104858398
0.9360416617748628	0.9999999883176897	0.9136404776172339	0.6127582901212577	0.8205681443214417
0.8375983164848669	0.9184665249844104	0.6524789938089539	0.5227008924252593	0.8341180682182312
0.0740228357131422	0.9999999998904774	0.3459061228745924	0.534290563454486	0.13185064494609833
0.6844831702612194	0.9997456426690376	0.41222786128882827	0.27965362227439305	0.6499479413032532
0.19672308720501677	0.0005627664313736412	0.29224734235988276	0.05910987211997873	0.0902923122048378
0.0963581732620228	0.4423593978975281	0.38811776881185556	0.7062846159002065	0.1216379702091217
0.1967799448796291	0.9996989767041722	0.2805738868220319	0.41163798819716374	0.1402597427368164
0.44919893419551077	0.7644714868121216	0.31066739356950773	0.507092022109293	0.4296894967556
0.8515652058462041	0.988405621536545	0.644294101316371	0.6417125883918139	0.8461140394210815
