uncal	cal	candidate_id
0.07222172	0.04897507	50527
0.08080403	0.055989474	51441
0.117423035	0.08758403	52167
0.11830674	0.088376395	52188
0.06769038	0.045339677	52221
0.058704663	0.038280148	52708
0.062329173	0.04110298	52739
0.10661876	0.0780042	53379
0.032035463	0.018707473	54740
0.17696594	0.14358974	54771
0.2057311	0.17229207	54790
0.0998848	0.07213791	55410
0.06502531	0.043224666	56353
0.020117301	0.0108280815	56403
0.06572351	0.043777067	56414
0.14510217	0.11298892	56417
0.02725767	0.015469196	56705
0.06038583	0.039585214	57181
0.07807851	0.05374414	57264
0.24453872	0.21240334	58871
0.7253624	0.75554305	59101
0.066252835	0.044196676	59206
0.15372817	0.1211386	59529
0.017021779	0.008902183	59634
0.053019408	0.033923544	59642
0.15525183	0.12258887	60402
0.27347708	0.24320735	60629
0.3977627	0.38179764	61212
0.1376038	0.10599111	61237
0.028176496	0.016084278	61460
0.20320277	0.16973187	61786
0.11954267	0.08948675	62139
0.03658344	0.021876143	62202
0.23180716	0.19908276	62780
0.14272968	0.11076595	63137
0.053895917	0.03458936	63304
0.08529385	0.05972297	63789
0.26817918	0.23751624	64426
0.05388542	0.034581378	64488
0.09310253	0.06631512	64510
0.08260689	0.057483513	64814
0.11145078	0.082263686	65413
0.33767498	0.3137388	102724
0.053650714	0.034402873	102857
0.06651854	0.04440757	103370
0.08883256	0.06269515	103560
0.7718868	0.80475366	105064
0.05273624	0.03370891	106511
0.09965052	0.071935326	107510
0.039674252	0.024073552	107578
0.15596561	0.12326934	108109
0.10671287	0.07808675	108158
0.2762834	0.24623083	108619
0.117599584	0.08774223	109322
0.009561414	0.0045349323	110845
0.31620675	0.28985727	111384
0.0882243	0.062182464	112063
0.029052222	0.01667399	151276
0.033630535	0.019809661	152202
0.031731702	0.018498736	152693
0.09802177	0.07052971	153780
0.027361402	0.01553844	154165
0.26592106	0.23509738	154442
0.7274425	0.757782	154617
0.036434073	0.021770833	154661
0.061936453	0.040795475	155262
0.18228063	0.14882028	155376
0.12554972	0.09491898	156715
0.029140463	0.016733598	157011
0.10761159	0.07887602	157335
0.09008631	0.06375428	157351
0.35020748	0.32779768	157491
0.3183444	0.2922231	158278
0.12748477	0.096681185	158362
0.11131402	0.08214256	158846
0.020534126	0.0110917045	159268
0.11217926	0.082909375	159670
0.05709203	0.037035383	160220
