0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	candidate_id
0.042015843	0.051665182999999996	0.023536077000000002	0.05298474	0.261997	0.28219536	0.036369275	0.062699065	0.07634343	0.11054179	0.07036403599999999	0.14126229999999998	0.17503281	0.16919574	0.018162215	0.07642964	0.021021675	0.029348336000000003	0.30628514	0.050277967	0.05295396	0.059402958	0.019809652	0.06969948	0.21310659	0.034922585	0.32293713	0.12536451	0.0217069	0.32357654	0.34401137	0.10947665	0.019885736	0.41219714	0.02315451	0.07006359	0.23650700000000002	0.023566715	0.17060162	0.1660478	0.29821748	0.114298604	0.23560394	0.07140782	0.028955817000000002	0.084047966	0.17209585	0.20558101	0.28201902	0.021180205	50527
0.12472941	0.03442979	0.028971687000000003	0.08149402	0.07394044	0.18496629999999997	0.023201733999999998	0.06612563	0.08740294	0.05913937	0.034149513	0.10641532	0.049506858	0.18274894	0.01529519	0.084350705	0.018920563	0.015760105	0.25085676	0.008645075	0.07107744	0.13147812	0.029127898	0.11906894	0.104649924	0.035444457	0.28980535	0.11608093	0.020107451999999998	0.23733932	0.35064176	0.13803636	0.012607735	0.43860558	0.057459787000000005	0.042512096	0.21855561	0.014652788	0.09324664	0.119113564	0.029093841000000002	0.04455166	0.119173385	0.01751054	0.022665195	0.11708944	0.16288325	0.06470774	0.24872921	0.018534556	51441
0.32916495	0.06873205	0.031548835	0.12528054	0.1394275	0.41346523	0.031108554	0.09826148	0.13783039	0.19345663	0.14447315	0.21286765	0.1764393	0.34423748	0.028474761	0.15397894	0.034218892	0.04352284	0.4718977	0.035833847	0.08032979	0.1808859	0.02830619	0.18545909	0.3157698	0.0798895	0.46533832	0.28361929999999996	0.056288384000000004	0.44794148	0.49629885	0.18042861	0.03371506	0.5671007	0.028496115	0.11427955	0.42782465	0.07365346	0.19548981	0.30394214	0.15515533	0.13614088	0.4417096	0.042924515999999996	0.0464395	0.16364512	0.21042083	0.16618012	0.42283475	0.0570442	52167
0.1201771	0.10071065	0.043805625	0.06992956	0.338145	0.38185963	0.09511374	0.06945092	0.13878904	0.15922362	0.07366938	0.17868686	0.27247998	0.34080824	0.07069099	0.09239198	0.045837607	0.09360087	0.48497802	0.038872092999999996	0.12081166	0.14501777	0.05073029	0.1395086	0.31444746	0.059496447	0.40990168	0.20469634	0.048748127999999995	0.40211236	0.4416285	0.16387562	0.047870647	0.4211944	0.04031868	0.16646671	0.38974970000000003	0.07353998	0.1872	0.14598483	0.32174754	0.17129011	0.40736723	0.09945914	0.03763823	0.18160325	0.13174763	0.43241474	0.36643344	0.077291444	52188
0.04879174	0.11452481	0.065395854	0.095332496	0.24628097	0.26225153	0.08352027	0.11169878	0.12480707	0.09502786	0.043582458	0.07462685	0.08896681	0.15110353	0.03478687	0.0741913	0.034611817	0.043346576	0.21834037	0.035533838	0.08252695	0.022448486	0.13560556	0.103729874	0.15063427	0.12888648	0.41740249999999995	0.15525621	0.027099742000000003	0.25715736	0.47585806	0.12692213	0.07702807	0.41368932	0.040955085	0.06861849	0.22479296	0.023603363	0.23378506	0.10038085	0.22492173	0.10237385	0.38414142	0.08042339	0.03802114	0.12040896	0.17736812	0.09421214	0.3938581	0.02823049	52221
0.0518858	0.09061598	0.04252126	0.059696625999999996	0.30830634	0.31841975	0.04955867	0.03656902	0.107253864	0.17397001	0.06094723	0.15929206	0.32059679999999996	0.29043058	0.036463834	0.044795107	0.05143447	0.038474873	0.35739112	0.10832081	0.058795277	0.064880975	0.042132675999999994	0.07746472	0.22785874	0.059499536	0.38955852	0.15963304	0.032404896	0.5030047000000001	0.4686572	0.12893516	0.037300725	0.47744319999999996	0.027061341000000003	0.08802695	0.34223190000000003	0.034521647	0.20417228	0.22281048	0.30194655	0.13885395	0.3278895	0.096751824	0.037751004	0.089321546	0.19180778	0.38034698	0.35475516	0.042974665999999995	52708
0.03497955	0.06920406	0.02475651	0.033061507999999996	0.21518677	0.25012255	0.025092155	0.03214422	0.08011185	0.09608223	0.036409047	0.10593932	0.16948667	0.19983381	0.012156213	0.050016582000000004	0.015959159	0.03015193	0.24774249	0.027903052	0.05438475	0.09542809	0.03402827	0.053960487	0.1680596	0.029868218999999998	0.33591783	0.13817133	0.018686013	0.24648884	0.35737476	0.09843591	0.020587113	0.40705794	0.016328797	0.046510678	0.22891703	0.023375845	0.13145214	0.09749515	0.13986458	0.06610021	0.19342615	0.06387123	0.024325531	0.048274635999999996	0.13661438	0.16865234	0.28529418	0.040893282999999996	52739
0.12463094	0.09887242	0.04459552	0.06387171	0.36049840000000005	0.3486135	0.08896404	0.072684415	0.14334278	0.19261739	0.16913809	0.18611121	0.33498365	0.27939868	0.101024196	0.16209634	0.04227482	0.048087854000000006	0.38063896	0.12326199999999998	0.08319879	0.23526620000000004	0.09574107	0.12256837	0.24448523	0.11521296	0.41670352	0.21685213	0.045861352	0.45591635	0.4178934	0.13746507	0.030424431000000002	0.44729432	0.037983086	0.089431114	0.36090103	0.03742926	0.19602911	0.21417917	0.37165204	0.22557612	0.5579603	0.10658597	0.04683378	0.09449589	0.21682240000000003	0.36360052	0.34831807	0.059849083	53379
0.031958792	0.09513034	0.03890057	0.03572126	0.09906915599999999	0.10914045	0.030108385	0.037862613999999996	0.08981259	0.037563156	0.029477451000000002	0.04929885	0.10023568	0.09589243	0.014140703000000001	0.060001012	0.013747634	0.028167259	0.12133019999999999	0.016775625	0.014563857	0.029935496000000002	0.041324228	0.06958696	0.05807368	0.010973054	0.31739804	0.15203112	0.014734512	0.14382309	0.38780156	0.15720008	0.0330939	0.39073566	0.007449536600000001	0.021492096000000002	0.09037977	0.046967815999999996	0.12901524	0.050924223	0.088563345	0.029548094	0.09822745599999999	0.103991605	0.008238311	0.018901538	0.13327932	0.13049643	0.27495575	0.01028952	54740
0.16346604	0.09296697400000001	0.0520442	0.098534785	0.3549217	0.27523097	0.04188675	0.07748043	0.16914552	0.13349447	0.15554969	0.17511874	0.28227064	0.17890705	0.03401885	0.14443785	0.04013695	0.07080182	0.31857620000000003	0.03683017	0.04118742	0.31496668	0.049469266	0.21111393	0.18937135	0.04272634	0.2953868	0.14169556	0.044860035	0.29599166	0.33572640000000004	0.20622967	0.05948574	0.42433873	0.030130986000000002	0.07784955	0.2848421	0.028367668	0.13483587	0.15884769	0.32400945	0.09041832	0.38264692	0.10953701	0.04390914	0.14576983	0.14712414	0.31441358	0.35483217	0.051005755	54771
